order_item_id,order_id,product_id,quantity,unit_price,subtotal
431,146,26,3,443.87,1331.61
432,146,67,2,431.78,863.56
433,146,46,4,404.47,1617.88
434,147,21,1,405.49,405.49
435,147,71,4,324.07,1296.28
436,147,27,4,292.9,1171.6
437,148,31,1,124.07,124.07
438,148,2,1,373.36,373.36
439,148,15,5,352.09,1760.45
440,149,20,1,178.54,178.54
441,149,66,1,133.19,133.19
442,149,13,3,406.62,1219.86
443,149,30,4,492.76,1971.04
444,150,34,4,89.7,358.8
445,150,7,1,24.6,24.6
446,150,23,1,486.83,486.83
447,151,47,3,141.19,423.57
448,151,55,1,138.74,138.74
449,151,13,1,406.62,406.62
450,152,18,2,60.08,120.16
451,153,46,4,404.47,1617.88
452,153,80,3,107.47,322.41
453,153,12,3,230.11,690.33
454,154,24,1,48.61,48.61
455,154,52,4,325.0,1300.0
456,154,59,3,259.67,779.01
457,155,62,4,88.39,353.56
458,155,22,1,235.12,235.12
459,155,17,1,479.03,479.03
460,155,21,1,405.49,405.49
461,156,76,4,383.36,1533.44
462,156,73,4,232.32,929.28
463,156,24,5,48.61,243.05
464,156,49,3,439.42,1318.26
465,157,4,2,60.22,120.44
466,157,62,4,88.39,353.56
467,157,15,4,352.09,1408.36
468,157,57,1,205.71,205.71
469,157,9,3,23.0,69.0
470,158,2,5,373.36,1866.8
471,158,74,5,363.83,1819.15
472,158,29,3,121.67,365.01
473,159,67,5,431.78,2158.9
474,159,13,4,406.62,1626.48
475,159,32,4,196.26,785.04
476,159,45,4,122.23,488.92
477,159,20,5,178.54,892.7
478,160,7,1,24.6,24.6
479,160,21,5,405.49,2027.45
480,160,61,4,63.73,254.92
481,160,22,1,235.12,235.12
482,160,63,3,216.86,650.58
483,161,43,3,345.46,1036.38
484,161,7,5,24.6,123.0
485,162,71,4,324.07,1296.28
486,162,52,2,325.0,650.0
487,163,59,4,259.67,1038.68
488,164,58,1,498.69,498.69
489,164,64,4,198.54,794.16
490,164,41,1,494.87,494.87
491,164,64,1,198.54,198.54
492,164,14,4,381.82,1527.28
493,165,5,5,447.17,2235.85
494,165,71,1,324.07,324.07
495,165,12,5,230.11,1150.55
496,165,80,3,107.47,322.41
497,166,72,2,153.82,307.64
498,166,59,3,259.67,779.01
499,166,47,1,141.19,141.19
500,166,29,4,121.67,486.68
501,166,43,5,345.46,1727.3
502,167,77,4,457.19,1828.76
503,167,47,4,141.19,564.76
504,167,15,1,352.09,352.09
505,167,29,1,121.67,121.67
506,167,44,3,386.47,1159.41
507,168,71,5,324.07,1620.35
508,168,48,1,457.44,457.44
509,168,6,2,299.34,598.68
510,169,18,4,60.08,240.32
511,169,14,3,381.82,1145.46
512,169,79,2,323.09,646.18
513,169,25,1,416.41,416.41
514,170,28,4,44.08,176.32
515,170,25,3,416.41,1249.23
516,170,14,4,381.82,1527.28
517,170,6,5,299.34,1496.7
518,171,58,4,498.69,1994.76
519,172,65,2,498.1,996.2
520,172,64,1,198.54,198.54
521,172,68,1,343.34,343.34
522,172,71,4,324.07,1296.28
523,172,75,4,139.06,556.24
524,173,23,5,486.83,2434.15
525,173,23,2,486.83,973.66
526,173,14,4,381.82,1527.28
527,173,77,5,457.19,2285.95
528,173,42,5,347.2,1736.0
529,174,54,5,375.04,1875.2
530,174,32,3,196.26,588.78
531,174,51,3,203.86,611.58
532,174,38,4,321.14,1284.56
533,175,18,4,60.08,240.32
534,175,78,5,316.4,1582.0
535,176,71,3,324.07,972.21
536,176,71,2,324.07,648.14
537,176,26,2,443.87,887.74
538,177,38,3,321.14,963.42
539,177,17,2,479.03,958.06
540,177,65,5,498.1,2490.5
541,177,42,1,347.2,347.2
542,177,46,5,404.47,2022.35
543,178,75,5,139.06,695.3
544,178,54,5,375.04,1875.2
545,178,37,4,327.54,1310.16
546,178,2,5,373.36,1866.8
547,179,4,4,60.22,240.88
548,180,7,1,24.6,24.6
549,180,26,3,443.87,1331.61
550,181,37,3,327.54,982.62
551,181,19,1,57.39,57.39
552,182,27,5,292.9,1464.5
553,182,5,3,447.17,1341.51
554,182,58,1,498.69,498.69
555,183,72,2,153.82,307.64
556,183,72,4,153.82,615.28
557,183,31,5,124.07,620.35
558,183,37,1,327.54,327.54
559,183,49,4,439.42,1757.68
560,184,41,5,494.87,2474.35
561,184,7,1,24.6,24.6
562,184,33,2,321.49,642.98
563,184,80,4,107.47,429.88
564,185,48,5,457.44,2287.2
565,185,70,5,377.93,1889.65
566,186,25,3,416.41,1249.23
567,186,58,2,498.69,997.38
568,187,24,2,48.61,97.22
569,188,16,4,146.16,584.64
570,188,6,4,299.34,1197.36
571,188,36,5,353.89,1769.45
572,188,34,2,89.7,179.4
573,188,21,5,405.49,2027.45
574,189,1,3,323.32,969.96
575,189,60,2,380.33,760.66
576,189,6,2,299.34,598.68
577,190,77,1,457.19,457.19
578,190,79,3,323.09,969.27
579,190,63,5,216.86,1084.3
580,191,46,1,404.47,404.47
581,191,41,5,494.87,2474.35
582,191,29,2,121.67,243.34
583,191,67,1,431.78,431.78
584,191,65,2,498.1,996.2
585,192,70,5,377.93,1889.65
586,192,52,1,325.0,325.0
587,192,45,2,122.23,244.46
588,192,28,3,44.08,132.24
589,193,47,3,141.19,423.57
590,193,28,5,44.08,220.4
591,193,68,4,343.34,1373.36
592,194,2,1,373.36,373.36
593,194,45,4,122.23,488.92
594,194,31,5,124.07,620.35
595,194,80,2,107.47,214.94
596,194,6,3,299.34,898.02
597,195,15,4,352.09,1408.36
598,195,33,5,321.49,1607.45
599,195,37,1,327.54,327.54
600,195,67,3,431.78,1295.34
601,196,66,4,133.19,532.76
602,196,63,1,216.86,216.86
603,196,38,2,321.14,642.28
604,196,42,5,347.2,1736.0
605,196,11,1,277.02,277.02
606,197,69,5,344.04,1720.2
607,197,1,1,323.32,323.32
608,198,28,4,44.08,176.32
609,198,14,2,381.82,763.64
610,199,56,1,219.93,219.93
611,199,20,1,178.54,178.54
612,199,59,3,259.67,779.01
613,199,5,1,447.17,447.17
614,199,10,1,360.85,360.85
615,200,33,5,321.49,1607.45
616,200,10,5,360.85,1804.25
617,201,34,4,89.7,358.8
618,201,50,4,114.19,456.76
619,202,56,3,219.93,659.79
620,202,3,4,119.37,477.48
621,202,16,5,146.16,730.8
622,202,1,5,323.32,1616.6
623,203,75,1,139.06,139.06
624,204,46,5,404.47,2022.35
625,205,38,3,321.14,963.42
626,206,12,3,230.11,690.33
627,206,57,4,205.71,822.84
628,206,51,1,203.86,203.86
629,206,61,2,63.73,127.46
630,206,69,2,344.04,688.08
631,207,51,5,203.86,1019.3
632,207,38,2,321.14,642.28
633,208,48,1,457.44,457.44
634,208,71,5,324.07,1620.35
635,208,19,1,57.39,57.39
636,209,1,5,323.32,1616.6
637,210,51,5,203.86,1019.3
638,210,71,1,324.07,324.07
639,210,40,2,236.51,473.02
640,210,45,2,122.23,244.46
641,210,53,5,139.79,698.95
642,211,21,2,405.49,810.98
643,211,29,5,121.67,608.35
644,212,25,1,416.41,416.41
645,212,24,5,48.61,243.05
646,212,7,5,24.6,123.0
647,213,71,1,324.07,324.07
648,213,38,1,321.14,321.14
649,213,33,1,321.49,321.49
650,213,26,5,443.87,2219.35
651,214,43,3,345.46,1036.38
652,214,17,2,479.03,958.06
653,214,13,3,406.62,1219.86
654,214,80,1,107.47,107.47
655,215,41,4,494.87,1979.48
656,215,58,3,498.69,1496.07
657,216,40,5,236.51,1182.55
658,216,20,5,178.54,892.7
659,216,73,3,232.32,696.96
660,216,41,4,494.87,1979.48
661,216,22,1,235.12,235.12
662,217,32,2,196.26,392.52
663,217,56,3,219.93,659.79
664,217,47,2,141.19,282.38
665,218,62,4,88.39,353.56
666,218,58,3,498.69,1496.07
667,218,40,4,236.51,946.04
668,219,14,2,381.82,763.64
669,219,78,1,316.4,316.4
670,219,36,2,353.89,707.78
671,219,69,2,344.04,688.08
672,219,34,1,89.7,89.7
673,220,3,5,119.37,596.85
674,221,75,5,139.06,695.3
675,222,76,2,383.36,766.72
676,222,5,5,447.17,2235.85
677,222,34,5,89.7,448.5
678,222,70,4,377.93,1511.72
679,223,47,4,141.19,564.76
680,223,29,5,121.67,608.35
681,224,18,4,60.08,240.32
682,224,65,5,498.1,2490.5
683,224,12,4,230.11,920.44
684,225,65,1,498.1,498.1
685,225,31,5,124.07,620.35
686,225,22,5,235.12,1175.6
687,226,58,2,498.69,997.38
688,226,23,5,486.83,2434.15
689,227,19,4,57.39,229.56
690,227,46,1,404.47,404.47
691,227,29,4,121.67,486.68
692,227,30,1,492.76,492.76
693,227,34,3,89.7,269.1
694,228,6,2,299.34,598.68
695,228,67,3,431.78,1295.34
696,229,61,4,63.73,254.92
697,229,6,1,299.34,299.34
698,229,42,1,347.2,347.2
699,229,67,3,431.78,1295.34
700,230,75,5,139.06,695.3
701,230,73,2,232.32,464.64
702,230,49,4,439.42,1757.68
703,231,76,1,383.36,383.36
704,231,67,3,431.78,1295.34
705,231,49,2,439.42,878.84
706,232,52,3,325.0,975.0
707,232,45,4,122.23,488.92
708,232,62,5,88.39,441.95
709,232,1,5,323.32,1616.6
710,232,18,4,60.08,240.32
711,233,30,1,492.76,492.76
712,233,66,3,133.19,399.57
713,234,20,2,178.54,357.08
714,234,21,3,405.49,1216.47
715,235,16,2,146.16,292.32
716,235,54,3,375.04,1125.12
717,235,15,4,352.09,1408.36
718,235,62,4,88.39,353.56
719,235,27,5,292.9,1464.5
720,236,53,1,139.79,139.79
721,236,32,1,196.26,196.26
722,237,74,5,363.83,1819.15
723,237,21,2,405.49,810.98
724,238,6,5,299.34,1496.7
725,238,19,1,57.39,57.39
726,238,22,3,235.12,705.36
727,238,24,5,48.61,243.05
728,238,52,5,325.0,1625.0
729,239,3,3,119.37,358.11
730,239,11,2,277.02,554.04
731,239,58,5,498.69,2493.45
732,239,61,4,63.73,254.92
733,239,22,2,235.12,470.24
734,240,77,2,457.19,914.38
735,240,75,2,139.06,278.12
736,240,80,5,107.47,537.35
737,240,34,2,89.7,179.4
738,241,59,5,259.67,1298.35
739,241,76,1,383.36,383.36
740,241,30,4,492.76,1971.04
741,242,17,1,479.03,479.03
742,242,3,2,119.37,238.74
743,242,67,5,431.78,2158.9
744,242,54,2,375.04,750.08
745,243,13,2,406.62,813.24
746,243,61,5,63.73,318.65
747,243,77,1,457.19,457.19
748,243,69,5,344.04,1720.2
749,243,16,1,146.16,146.16
750,244,17,5,479.03,2395.15
751,244,70,1,377.93,377.93
752,244,56,5,219.93,1099.65
753,244,54,3,375.04,1125.12
754,245,68,4,343.34,1373.36
755,246,62,4,88.39,353.56
756,246,45,5,122.23,611.15
757,247,13,4,406.62,1626.48
758,247,18,3,60.08,180.24
759,247,62,2,88.39,176.78
760,247,11,3,277.02,831.06
761,247,77,5,457.19,2285.95
762,248,33,2,321.49,642.98
763,248,1,1,323.32,323.32
764,248,74,5,363.83,1819.15
765,248,16,5,146.16,730.8
766,249,49,2,439.42,878.84
767,250,53,3,139.79,419.37
768,250,14,2,381.82,763.64
769,250,55,5,138.74,693.7
770,251,34,5,89.7,448.5
771,251,55,5,138.74,693.7
772,251,47,5,141.19,705.95
773,252,51,2,203.86,407.72
774,252,53,5,139.79,698.95
775,252,72,4,153.82,615.28
776,253,48,5,457.44,2287.2
777,253,72,4,153.82,615.28
778,254,40,5,236.51,1182.55
779,254,45,4,122.23,488.92
780,254,18,1,60.08,60.08
781,255,58,2,498.69,997.38
782,255,13,2,406.62,813.24
783,256,52,3,325.0,975.0
784,256,71,5,324.07,1620.35
785,256,7,2,24.6,49.2
786,256,50,1,114.19,114.19
787,256,12,2,230.11,460.22
788,257,77,4,457.19,1828.76
789,257,12,1,230.11,230.11
790,257,34,2,89.7,179.4
791,257,48,1,457.44,457.44
792,258,5,4,447.17,1788.68
793,258,52,5,325.0,1625.0
794,258,67,3,431.78,1295.34
795,258,77,1,457.19,457.19
796,258,23,4,486.83,1947.32
797,259,2,2,373.36,746.72
798,259,67,3,431.78,1295.34
799,259,25,1,416.41,416.41
800,259,77,5,457.19,2285.95
801,260,30,5,492.76,2463.8
802,260,22,1,235.12,235.12
803,260,47,2,141.19,282.38
804,260,1,2,323.32,646.64
805,260,12,3,230.11,690.33
806,261,46,4,404.47,1617.88
807,261,52,5,325.0,1625.0
808,261,26,5,443.87,2219.35
809,261,2,1,373.36,373.36
810,262,71,3,324.07,972.21
811,263,75,3,139.06,417.18
812,263,45,3,122.23,366.69
813,263,29,5,121.67,608.35
814,263,25,4,416.41,1665.64
815,263,52,5,325.0,1625.0
816,264,34,2,89.7,179.4
817,265,65,1,498.1,498.1
818,265,72,1,153.82,153.82
819,265,65,3,498.1,1494.3
820,265,44,1,386.47,386.47
821,266,33,5,321.49,1607.45
822,266,74,3,363.83,1091.49
823,266,57,4,205.71,822.84
824,266,73,4,232.32,929.28
825,266,32,3,196.26,588.78
826,267,59,5,259.67,1298.35
827,267,4,4,60.22,240.88
828,267,15,3,352.09,1056.27
829,267,9,4,23.0,92.0
830,268,30,3,492.76,1478.28
831,268,53,3,139.79,419.37
832,269,69,1,344.04,344.04
833,269,34,2,89.7,179.4
834,269,37,1,327.54,327.54
835,269,52,3,325.0,975.0
836,269,10,5,360.85,1804.25
837,270,61,3,63.73,191.19
838,270,46,2,404.47,808.94
839,271,35,2,112.66,225.32
840,271,25,4,416.41,1665.64
841,271,26,2,443.87,887.74
842,271,31,3,124.07,372.21
843,271,27,2,292.9,585.8
844,272,32,5,196.26,981.3
845,272,46,2,404.47,808.94
846,273,16,1,146.16,146.16
847,274,79,1,323.09,323.09
848,274,70,1,377.93,377.93
849,274,62,3,88.39,265.17
850,274,80,3,107.47,322.41
851,275,74,3,363.83,1091.49
852,275,63,2,216.86,433.72
853,275,66,3,133.19,399.57
